# MegaDrone Optimized Airfoil
# Optimized for Re=250000, CL=0.5
0.024716 0.007971
0.027226 0.008314
0.029854 0.008601
0.032600 0.008824
0.035461 0.008980
0.038439 0.009063
0.041531 0.009070
0.044738 0.008996
0.048058 0.008838
0.051491 0.008595
0.055036 0.008265
0.058691 0.007847
0.062456 0.007341
0.066331 0.006747
0.070314 0.006067
0.074403 0.005302
0.078599 0.004456
0.082900 0.003531
0.087305 0.002531
0.091812 0.001462
0.096421 0.000328
0.101131 -0.000865
0.105941 -0.002112
0.110848 -0.003404
0.115853 -0.004736
0.120953 -0.006101
0.126148 -0.007490
0.131435 -0.008895
0.136815 -0.010310
0.142285 -0.011726
0.147845 -0.013135
0.153492 -0.014529
0.159225 -0.015900
0.165044 -0.017241
0.170946 -0.018544
0.176930 -0.019803
0.182994 -0.021010
0.189138 -0.022159
0.195358 -0.023244
0.201655 -0.024260
0.208026 -0.025201
0.214470 -0.026063
0.220986 -0.026842
0.227570 -0.027535
0.234223 -0.028138
0.240941 -0.028651
0.247725 -0.029070
0.254571 -0.029396
0.261478 -0.029627
0.268445 -0.029764
0.275470 -0.029807
0.282550 -0.029757
0.289685 -0.029617
0.296872 -0.029388
0.304110 -0.029073
0.311396 -0.028675
0.318730 -0.028198
0.326109 -0.027644
0.333531 -0.027018
0.340994 -0.026324
0.348497 -0.025567
0.356038 -0.024751
0.363615 -0.023881
0.371226 -0.022962
0.378869 -0.021999
0.386542 -0.020996
0.394243 -0.019958
0.401971 -0.018891
0.409723 -0.017798
0.417498 -0.016685
0.425293 -0.015556
0.433107 -0.014415
0.440937 -0.013267
0.448783 -0.012115
0.456641 -0.010963
0.464509 -0.009815
0.472387 -0.008674
0.480272 -0.007544
0.488161 -0.006426
0.496053 -0.005324
0.503947 -0.004240
0.511839 -0.003177
0.519728 -0.002135
0.527613 -0.001118
0.535491 -0.000127
0.543359 0.000837
0.551217 0.001773
0.559063 0.002679
0.566893 0.003555
0.574707 0.004399
0.582502 0.005212
0.590277 0.005992
0.598029 0.006739
0.605757 0.007453
0.613458 0.008134
0.621131 0.008780
0.628774 0.009393
0.636385 0.009971
0.643962 0.010516
0.651503 0.011026
0.659006 0.011503
0.666469 0.011945
0.673891 0.012354
0.681270 0.012729
0.688604 0.013071
0.695890 0.013380
0.703128 0.013656
0.710315 0.013900
0.717450 0.014111
0.724530 0.014291
0.731555 0.014439
0.738522 0.014557
0.745429 0.014645
0.752275 0.014703
0.759059 0.014732
0.765777 0.014732
0.772430 0.014706
0.779014 0.014652
0.785530 0.014573
0.791974 0.014469
0.798345 0.014340
0.804642 0.014189
0.810862 0.014016
0.817006 0.013822
0.823070 0.013608
0.829054 0.013376
0.834956 0.013126
0.840775 0.012860
0.846508 0.012579
0.852155 0.012284
0.857715 0.011977
0.863185 0.011658
0.868565 0.011330
0.873852 0.010993
0.879047 0.010648
0.884147 0.010297
0.889152 0.009940
0.894059 0.009580
0.898869 0.009217
0.903579 0.008852
0.908188 0.008486
0.912695 0.008121
0.917100 0.007757
0.921401 0.007394
0.925597 0.007035
0.929686 0.006680
0.933669 0.006329
0.937544 0.005983
0.941309 0.005643
0.944964 0.005310
0.948509 0.004983
0.951942 0.004665
0.955262 0.004354
0.958469 0.004052
0.961561 0.003759
0.964539 0.003475
0.967400 0.003201
0.970146 0.002937
0.972774 0.002683
0.975284 0.002439
0.977675 0.002206
0.979948 0.001984
0.982101 0.001773
0.984134 0.001574
0.986046 0.001385
0.987838 0.001209
0.989507 0.001044
0.991055 0.000890
0.992480 0.000749
0.993782 0.000620
0.994962 0.000503
0.996018 0.000397
0.996950 0.000305
0.997759 0.000224
0.998443 0.000156
0.999003 0.000100
0.999439 0.000056
0.999751 0.000025
0.999938 0.000006
1.000000 0.000000
